sepal_length,sepal_width,petal_length,petal_width,class
6.320863354683871,3.0534919398057605,5.135251492437667,1.9573900629785783,Iris-virginica
5.695751497281837,3.2791093606776593,2.8920450732563547,0.827594747166056,Iris-setosa
6.225792795761692,2.8316456567709887,4.20812245925082,1.3542479779081642,Iris-versicolor
5.350497302811432,3.392713428898243,3.7241326764243956,1.339793185153519,Iris-virginica
6.269257495340165,2.859066919923253,5.76712000533152,2.113040478692285,Iris-virginica
5.464386978770856,3.518674924186831,2.7528499055146547,0.8608801288961054,Iris-versicolor
6.214684268180659,3.047762825337553,4.950710778583008,1.743273199254971,Iris-virginica
5.124058516680579,2.979454537618923,3.264047947376795,1.325516054748602,Iris-versicolor
4.572158687520542,3.468256006897735,1.2578646958208024,0.19582066955973798,Iris-setosa
6.059688259156781,3.14359080849433,3.8516438153448727,1.2404728415616026,Iris-versicolor
5.169223550337366,3.243030374837509,1.8555936329582998,0.22108164641805794,Iris-setosa
6.921027388705074,3.3333758825399786,4.096885402658742,1.2124906412433565,Iris-versicolor
4.942269727502055,3.0467480394053337,2.351538390718015,0.52977335847712,Iris-setosa
6.86116998593223,2.5591554138073063,5.559462319719154,2.0502203405911703,Iris-virginica
6.177919078152399,3.075446568265818,4.513602327683171,1.3973585612517403,Iris-versicolor
5.066572289918601,2.9680227384244513,2.593601396846678,0.6990735720050822,Iris-setosa
6.528805775925592,2.2799927074752997,5.0546753371201945,1.772752600952894,Iris-virginica
5.637078304162621,2.2388318104621874,3.9015398515205733,1.040728787458138,Iris-versicolor
5.174760408578554,2.9382490050102685,2.0512419443599077,0.27818186739228545,Iris-setosa
5.4415152722738975,3.7330685950670217,2.320857471322027,0.6000078098204947,Iris-setosa
6.135957228826157,2.4125297313328837,5.515173852117794,1.932162057174457,Iris-virginica
7.509429294330307,2.6941938533650722,5.43465970206734,1.536649141422353,Iris-versicolor
5.945857461192738,2.958172626386009,3.7571387462289785,1.2752246058366112,Iris-versicolor
4.885972883047807,3.2679261759835407,2.9926797064204873,1.0801567996877066,Iris-versicolor
6.5678766658136984,2.8894867506222455,4.142314148029702,1.3138303704645249,Iris-versicolor
5.497548446921289,3.382123168165001,3.880131137794545,1.661016339249035,Iris-versicolor
5.4999955840121,2.636255276266672,3.7542231085380564,1.2294665257207342,Iris-setosa
4.977036729451927,3.0473126615705417,2.0081801759037052,0.38622501420111655,Iris-setosa
4.762424155575357,3.7864900178843675,1.3828279710708857,0.17789928323238935,Iris-setosa
4.559219625961369,2.6911152743573297,3.3343720504969134,1.3413029914477128,Iris-versicolor
5.580761353002016,2.498441785307491,4.618216781166006,1.6854173093699831,Iris-virginica
5.882630457916956,3.527048563986002,2.785367164934383,0.755181160268756,Iris-versicolor
6.718690616348704,2.7522267241819063,5.768278092004378,2.2020703718309127,Iris-virginica
5.977393670772512,2.706710897001712,3.98041344275929,1.3487068973198244,Iris-versicolor
5.59806075065989,2.5891199119910504,4.523214158488074,1.6540557258644903,Iris-versicolor
5.202836431974164,2.9231227863231712,3.000030083878571,0.7858738974537114,Iris-setosa
7.832229790625632,2.581231075933211,6.8909177420768,2.4087556202779234,Iris-virginica
5.635107410755581,3.352024541139708,2.4211577348221485,0.5536060137123363,Iris-setosa
6.856559877376544,3.2713677001825188,4.777608309653294,1.5835236374648534,Iris-virginica
6.119563975808982,3.199368344128815,5.046051451507905,2.014199365582162,Iris-virginica
6.380406726585178,2.970691180456007,4.759106616653052,1.7016524132671722,Iris-virginica
6.724048872220919,2.8215963782034583,6.578728794648181,2.437177888178444,Iris-virginica
4.967727219417329,3.568416338324449,1.959414521428581,0.5755488604778383,Iris-setosa
5.656615907498669,3.1909375519038954,4.015575128128482,1.455020864040967,Iris-virginica
5.500076403028217,2.5240028779850108,3.8767105502493986,1.3676473615806743,Iris-versicolor
4.922147783864626,2.878613110265589,2.6317508997105534,0.8461830276988858,Iris-versicolor
5.544938103352759,2.8760155353265695,4.09333067382483,1.2915813584202993,Iris-versicolor
5.0543525749121665,3.5714651154508967,1.9113264702682407,0.26794287202235456,Iris-setosa
6.825992860244163,3.612585039368327,5.366761867894573,1.95980359335377,Iris-virginica
5.302309893319892,3.46337386514013,2.2744751653836675,0.5414296112467057,Iris-setosa
6.179817808373615,3.3027957133939223,4.965299788911631,1.9412177347808908,Iris-virginica
4.9682158552755205,3.2014647996100143,2.840642029024113,1.000366189441264,Iris-versicolor
6.680581228847677,3.1219423223376843,4.964519326956305,1.3792394209402197,Iris-virginica
6.023029593392901,2.874044266583484,4.1829826360181555,1.5895573041296092,Iris-virginica
5.7009949478546575,2.6129284686128327,4.828815081811403,1.719734616431385,Iris-virginica
4.760511555033794,3.476890981672721,1.8848420461468045,0.416301674309551,Iris-setosa
